Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
CrawlerDynamicLearning,6.401,23127.974,16.980,20264,372.398
CrawlerDynamicLearning,6.380,23157.453,22.090,20654,376.510
CrawlerDynamicLearning,6.402,23184.286,19.522,21012,399.112
CrawlerDynamicLearning,6.345,23209.196,17.744,20265,357.149
CrawlerDynamicLearning,6.358,23237.186,20.643,20601,392.011
CrawlerDynamicLearning,6.384,23265.486,20.924,20786,370.974
CrawlerDynamicLearning,6.373,23292.377,19.610,20277,398.811
CrawlerDynamicLearning,6.378,23317.550,17.970,20490,316.030
CrawlerDynamicLearning,6.503,23346.454,21.420,20676,348.907
CrawlerDynamicLearning,6.403,23374.401,20.583,20880,383.020
CrawlerDynamicLearning,6.393,23397.866,16.371,20410,335.715
CrawlerDynamicLearning,6.388,23426.390,21.194,21108,339.064
CrawlerDynamicLearning,6.418,23456.265,22.420,21238,322.307
CrawlerDynamicLearning,6.402,23482.447,18.932,20329,334.861
CrawlerDynamicLearning,6.400,23508.957,19.240,21085,315.051
CrawlerDynamicLearning,6.390,23535.490,19.269,20568,339.638
CrawlerDynamicLearning,6.372,23563.304,20.473,20414,324.970
CrawlerDynamicLearning,6.417,23590.088,19.458,20394,362.276
CrawlerDynamicLearning,6.475,23617.323,19.892,20383,369.591
CrawlerDynamicLearning,6.397,23643.191,18.626,20655,300.174
CrawlerDynamicLearning,6.363,23671.450,20.930,20860,357.543
CrawlerDynamicLearning,6.355,23699.040,20.318,20723,324.856
CrawlerDynamicLearning,6.377,23727.312,20.983,20798,340.307
CrawlerDynamicLearning,6.413,23752.435,17.901,20961,401.637
CrawlerDynamicLearning,6.346,23780.725,21.000,20728,341.481
CrawlerDynamicLearning,6.351,23807.831,19.858,20328,297.205
CrawlerDynamicLearning,6.401,23834.512,19.383,20946,388.250
CrawlerDynamicLearning,6.384,23861.702,19.695,20321,317.255
CrawlerDynamicLearning,6.381,23888.753,19.759,20839,327.846
CrawlerDynamicLearning,6.353,23916.480,20.447,20315,331.593
CrawlerDynamicLearning,6.380,23941.818,18.081,20791,377.515
CrawlerDynamicLearning,6.360,23969.146,20.061,20496,372.856
CrawlerDynamicLearning,6.385,23996.667,20.234,20996,380.238
CrawlerDynamicLearning,6.348,24024.575,20.626,20541,382.230
CrawlerDynamicLearning,6.401,24051.645,19.734,20979,354.993
CrawlerDynamicLearning,6.383,24081.109,22.079,20660,395.016
CrawlerDynamicLearning,6.353,24107.340,18.989,20763,344.266
CrawlerDynamicLearning,6.411,24134.047,19.444,20331,327.441
CrawlerDynamicLearning,6.405,24160.216,18.894,20396,384.247
CrawlerDynamicLearning,6.418,24188.891,21.266,21232,340.000
CrawlerDynamicLearning,6.413,24213.879,17.736,20381,307.441
CrawlerDynamicLearning,6.397,24240.913,19.714,20583,331.580
CrawlerDynamicLearning,6.374,24268.879,20.648,20321,374.493
CrawlerDynamicLearning,6.388,24296.406,20.222,20587,345.234
CrawlerDynamicLearning,6.411,24321.313,17.711,20562,354.093
CrawlerDynamicLearning,6.385,24350.153,21.464,20337,374.528
CrawlerDynamicLearning,6.433,24377.237,19.769,21635,382.547
CrawlerDynamicLearning,6.494,24405.821,21.103,20847,297.989
CrawlerDynamicLearning,6.412,24432.058,18.939,20639,365.259
CrawlerDynamicLearning,6.396,24459.392,19.991,20982,339.482
CrawlerDynamicLearning,6.358,24486.700,20.043,20434,360.136
CrawlerDynamicLearning,6.421,24515.368,21.279,21196,370.019
CrawlerDynamicLearning,6.347,24539.793,17.245,20299,312.978
CrawlerDynamicLearning,6.398,24569.573,22.331,21196,418.109
CrawlerDynamicLearning,6.377,24595.329,18.531,20817,340.100
CrawlerDynamicLearning,6.415,24622.136,19.468,20854,358.835
CrawlerDynamicLearning,6.389,24649.696,20.010,20765,341.475
CrawlerDynamicLearning,6.373,24677.944,20.899,20264,395.673
CrawlerDynamicLearning,6.375,24704.577,19.376,20567,360.508
CrawlerDynamicLearning,6.407,24731.368,19.473,20670,393.664
CrawlerDynamicLearning,6.393,24759.384,20.643,21090,357.105
CrawlerDynamicLearning,6.369,24785.785,19.132,20285,390.156
CrawlerDynamicLearning,6.381,24812.764,19.669,20718,341.107
CrawlerDynamicLearning,6.415,24838.962,18.934,21212,359.638
CrawlerDynamicLearning,6.367,24865.092,18.908,20480,379.689
CrawlerDynamicLearning,6.373,24894.569,22.041,20471,340.898
CrawlerDynamicLearning,6.398,24921.000,19.228,21417,384.807
CrawlerDynamicLearning,6.385,24949.287,20.901,20465,306.916
CrawlerDynamicLearning,6.407,24975.106,18.546,20525,387.665
CrawlerDynamicLearning,6.400,25003.380,20.925,20778,333.984
CrawlerDynamicLearning,6.394,25030.465,19.784,20242,345.931
CrawlerDynamicLearning,6.482,25056.398,18.577,20789,351.600
CrawlerDynamicLearning,6.380,25083.843,20.155,20316,303.460
CrawlerDynamicLearning,6.383,25112.429,21.225,20563,266.023
CrawlerDynamicLearning,6.381,25136.942,17.346,20589,321.098
CrawlerDynamicLearning,6.381,25164.554,20.282,20988,284.726
CrawlerDynamicLearning,6.379,25192.633,20.753,20829,291.547
CrawlerDynamicLearning,6.386,25221.021,21.033,21095,352.040
CrawlerDynamicLearning,6.450,25246.563,18.226,20341,380.878
CrawlerDynamicLearning,6.447,25274.319,20.420,20674,336.581
CrawlerDynamicLearning,6.447,25301.786,20.043,20613,351.347
CrawlerDynamicLearning,6.374,25327.938,18.935,20510,383.003
CrawlerDynamicLearning,6.409,25354.562,19.271,20393,342.146
CrawlerDynamicLearning,6.382,25381.480,19.691,20306,381.068
CrawlerDynamicLearning,6.415,25409.770,20.919,21201,323.681
CrawlerDynamicLearning,6.398,25436.851,19.573,20784,354.072
CrawlerDynamicLearning,6.408,25463.643,19.451,20486,337.615
CrawlerDynamicLearning,6.407,25490.561,19.628,20870,385.891
CrawlerDynamicLearning,6.366,25518.528,20.636,20774,360.947
CrawlerDynamicLearning,6.392,25546.886,21.027,20589,293.824
CrawlerDynamicLearning,6.376,25572.559,18.410,20868,397.471
CrawlerDynamicLearning,6.426,25599.124,19.245,21221,384.083
CrawlerDynamicLearning,6.421,25629.017,22.432,21086,342.799
CrawlerDynamicLearning,6.382,25655.287,18.974,20674,319.617
CrawlerDynamicLearning,6.382,25681.353,18.826,20271,354.684
CrawlerDynamicLearning,6.423,25708.465,19.760,20746,347.744
CrawlerDynamicLearning,6.349,25736.582,20.800,20926,337.903
CrawlerDynamicLearning,6.380,25764.742,20.791,20680,340.055
CrawlerDynamicLearning,6.382,25791.142,19.170,20518,306.419
CrawlerDynamicLearning,6.364,25818.136,19.731,20770,374.128
CrawlerDynamicLearning,6.397,25846.293,20.821,21201,350.767
CrawlerDynamicLearning,6.395,25871.952,18.391,20582,365.762
CrawlerDynamicLearning,6.414,25901.354,21.983,21099,354.933
CrawlerDynamicLearning,6.377,25927.807,19.157,20893,379.809
CrawlerDynamicLearning,6.391,25954.811,19.717,21146,339.978
CrawlerDynamicLearning,6.390,25981.634,19.552,20293,298.745
CrawlerDynamicLearning,6.384,26008.025,19.126,21220,354.210
CrawlerDynamicLearning,6.338,26036.603,21.302,20262,236.237
CrawlerDynamicLearning,6.429,26064.542,20.539,21196,336.976
CrawlerDynamicLearning,6.414,26090.062,18.301,21052,292.079
CrawlerDynamicLearning,6.411,26119.292,21.814,20629,300.797
CrawlerDynamicLearning,6.434,26145.891,19.306,20748,301.526
CrawlerDynamicLearning,6.376,26172.396,19.219,20596,354.396
CrawlerDynamicLearning,6.409,26199.454,19.708,20567,286.046
CrawlerDynamicLearning,6.387,26227.479,20.473,20859,336.134
CrawlerDynamicLearning,6.389,26254.621,19.822,21030,296.424
CrawlerDynamicLearning,6.403,26281.787,19.871,21297,309.552
CrawlerDynamicLearning,6.388,26308.616,19.543,20959,274.276
CrawlerDynamicLearning,6.327,26335.962,20.132,20266,311.764
CrawlerDynamicLearning,6.389,26363.841,20.504,20621,326.888
CrawlerDynamicLearning,6.409,26392.619,21.396,21165,343.371
CrawlerDynamicLearning,6.353,26418.305,18.516,21136,315.968
CrawlerDynamicLearning,6.375,26447.008,21.356,20706,342.337
CrawlerDynamicLearning,6.378,26475.379,21.009,20405,300.358
CrawlerDynamicLearning,6.383,26497.716,15.309,21351,325.113
CrawlerDynamicLearning,6.367,26527.945,22.813,21122,299.968
CrawlerDynamicLearning,6.375,26556.401,21.118,21030,316.440
CrawlerDynamicLearning,6.393,26585.087,21.340,21163,334.064
CrawlerDynamicLearning,6.438,26611.570,19.159,21237,311.648
CrawlerDynamicLearning,6.385,26636.928,18.185,21034,317.700
CrawlerDynamicLearning,6.450,26665.938,21.552,21864,286.559
CrawlerDynamicLearning,6.345,26694.341,21.125,20701,301.622
CrawlerDynamicLearning,6.396,26721.990,20.337,21163,303.283
CrawlerDynamicLearning,6.380,26747.497,18.280,20792,311.627
CrawlerDynamicLearning,6.387,26776.490,21.665,21070,294.302
CrawlerDynamicLearning,6.388,26802.117,18.417,20350,304.880
CrawlerDynamicLearning,6.385,26830.260,20.821,20634,242.939
CrawlerDynamicLearning,6.554,26857.496,19.779,20856,306.592
CrawlerDynamicLearning,6.466,26884.482,19.629,20877,303.867
CrawlerDynamicLearning,6.408,26912.131,20.329,21029,274.047
CrawlerDynamicLearning,6.432,26939.239,19.761,20316,342.370
CrawlerDynamicLearning,6.383,26967.091,20.532,20360,297.835
CrawlerDynamicLearning,6.386,26991.878,17.372,20341,310.379
CrawlerDynamicLearning,6.377,27020.050,20.874,20293,278.885
CrawlerDynamicLearning,6.429,27044.624,17.367,20675,328.632
CrawlerDynamicLearning,6.366,27072.632,20.710,20623,292.886
CrawlerDynamicLearning,6.396,27100.273,20.308,20272,320.864
CrawlerDynamicLearning,6.392,27128.994,21.347,20830,305.926
CrawlerDynamicLearning,6.360,27154.849,18.611,21071,295.480
CrawlerDynamicLearning,6.395,27183.862,21.620,21089,317.368
CrawlerDynamicLearning,6.440,27209.760,18.572,20262,299.914
CrawlerDynamicLearning,6.389,27238.317,21.199,20722,275.807
CrawlerDynamicLearning,6.362,27263.457,17.973,20392,317.753
CrawlerDynamicLearning,6.395,27289.226,18.514,20691,264.346
CrawlerDynamicLearning,6.357,27317.360,20.807,20548,313.528
CrawlerDynamicLearning,6.374,27345.579,20.866,20442,298.309
CrawlerDynamicLearning,6.361,27371.718,18.912,20611,296.927
CrawlerDynamicLearning,6.415,27399.311,20.248,20259,309.189
CrawlerDynamicLearning,6.402,27425.887,19.258,20751,335.763
CrawlerDynamicLearning,6.358,27453.368,20.232,20870,307.401
CrawlerDynamicLearning,6.371,27481.529,20.815,20501,277.098
CrawlerDynamicLearning,6.387,27507.095,18.325,20576,341.069
CrawlerDynamicLearning,6.373,27535.133,20.716,20568,266.075
CrawlerDynamicLearning,6.416,27562.654,20.186,21065,301.714
CrawlerDynamicLearning,6.374,27586.596,16.803,20636,314.216
CrawlerDynamicLearning,6.390,27616.033,21.997,21197,217.772
CrawlerDynamicLearning,6.402,27642.684,19.382,20625,264.331
CrawlerDynamicLearning,6.372,27671.167,21.170,21053,280.156
CrawlerDynamicLearning,6.386,27696.860,18.460,20454,246.457
CrawlerDynamicLearning,6.416,27726.744,22.415,21105,258.435
CrawlerDynamicLearning,6.397,27752.506,18.536,20919,276.844
CrawlerDynamicLearning,6.354,27780.646,20.628,21044,247.540
CrawlerDynamicLearning,6.412,27808.237,20.234,20290,249.804
CrawlerDynamicLearning,6.371,27835.757,20.193,20909,262.411
CrawlerDynamicLearning,6.424,27861.100,18.084,20970,248.552
CrawlerDynamicLearning,6.391,27890.946,22.473,20415,202.095
CrawlerDynamicLearning,6.362,27915.230,17.143,20331,272.986
CrawlerDynamicLearning,6.399,27942.271,19.738,20470,321.357
CrawlerDynamicLearning,6.528,27970.843,21.024,20625,273.950
CrawlerDynamicLearning,6.370,27997.495,19.398,20654,337.059
CrawlerDynamicLearning,6.350,28025.443,20.681,20476,262.421
CrawlerDynamicLearning,6.379,28049.393,16.817,20805,327.336
CrawlerDynamicLearning,6.372,28079.298,22.510,20482,288.977
CrawlerDynamicLearning,6.346,28104.414,17.953,20367,256.390
CrawlerDynamicLearning,6.378,28134.720,22.876,20671,276.215
CrawlerDynamicLearning,6.320,28159.060,17.177,20346,275.734
CrawlerDynamicLearning,6.395,28185.105,18.747,20944,234.004
CrawlerDynamicLearning,6.396,28214.578,22.054,20928,312.168
CrawlerDynamicLearning,6.366,28240.917,19.100,20407,335.365
CrawlerDynamicLearning,6.366,28266.892,18.744,20468,304.248
CrawlerDynamicLearning,6.374,28293.872,19.737,20457,289.609
CrawlerDynamicLearning,6.387,28322.614,21.359,20801,304.890
CrawlerDynamicLearning,6.362,28349.017,19.152,20289,342.621
CrawlerDynamicLearning,6.372,28375.342,19.082,21236,297.814
CrawlerDynamicLearning,6.426,28403.197,20.442,20349,311.015
CrawlerDynamicLearning,6.380,28432.149,21.574,21134,276.250
CrawlerDynamicLearning,6.374,28458.413,19.012,20713,337.869
CrawlerDynamicLearning,6.380,28485.203,19.505,21221,313.817
CrawlerDynamicLearning,6.420,28511.954,19.454,20582,266.737
CrawlerDynamicLearning,6.386,28539.253,19.947,20493,301.691
CrawlerDynamicLearning,6.375,28566.508,19.743,20251,329.047
CrawlerDynamicLearning,6.419,28595.945,21.984,21151,289.607
CrawlerDynamicLearning,6.384,28619.424,16.341,20462,264.743
CrawlerDynamicLearning,6.407,28648.020,21.222,21209,287.120
CrawlerDynamicLearning,6.382,28675.961,20.599,20870,331.761
CrawlerDynamicLearning,6.361,28702.440,19.250,20278,293.707
CrawlerDynamicLearning,6.345,28730.040,20.311,20724,337.480
CrawlerDynamicLearning,6.377,28754.482,17.257,20294,290.408
CrawlerDynamicLearning,6.380,28783.207,21.326,20386,265.416
CrawlerDynamicLearning,6.371,28810.259,19.768,20877,304.027
CrawlerDynamicLearning,6.393,28837.863,20.288,20304,310.424
CrawlerDynamicLearning,6.383,28864.244,19.106,20411,343.000
CrawlerDynamicLearning,6.385,28892.811,21.277,21148,280.800
CrawlerDynamicLearning,6.397,28918.669,18.584,20447,289.719
CrawlerDynamicLearning,6.403,28945.207,19.277,20766,305.134
CrawlerDynamicLearning,6.423,28973.968,21.389,21055,323.107
CrawlerDynamicLearning,6.388,28999.214,18.068,20916,312.097
CrawlerDynamicLearning,6.386,29028.953,22.321,21033,278.218
CrawlerDynamicLearning,6.431,29055.523,19.293,20349,370.487
CrawlerDynamicLearning,6.418,29082.923,20.127,21069,334.506
CrawlerDynamicLearning,6.354,29108.854,18.719,20808,288.381
CrawlerDynamicLearning,6.391,29135.975,19.803,20524,323.838
CrawlerDynamicLearning,6.402,29163.547,20.255,20795,308.369
CrawlerDynamicLearning,6.360,29192.460,21.578,20730,281.795
CrawlerDynamicLearning,6.377,29218.778,19.045,21053,340.908
CrawlerDynamicLearning,6.375,29245.089,19.050,20825,291.163
CrawlerDynamicLearning,6.360,29272.822,20.467,20243,339.030
CrawlerDynamicLearning,6.334,29301.796,21.665,20347,285.661
CrawlerDynamicLearning,6.399,29324.828,15.899,20783,279.589
CrawlerDynamicLearning,6.384,29353.463,21.075,21050,308.296
CrawlerDynamicLearning,6.412,29380.554,19.773,21166,329.921
CrawlerDynamicLearning,6.398,29408.724,20.843,21131,247.044
CrawlerDynamicLearning,6.404,29438.601,22.403,20753,283.217
CrawlerDynamicLearning,6.364,29464.240,18.446,20308,261.103
CrawlerDynamicLearning,6.378,29490.398,18.937,20591,262.393
CrawlerDynamicLearning,6.361,29517.482,19.829,20675,223.962
CrawlerDynamicLearning,6.337,29542.944,18.293,20370,268.022
CrawlerDynamicLearning,6.393,29569.950,19.724,20875,255.443
CrawlerDynamicLearning,6.375,29599.654,22.308,20506,249.703
CrawlerDynamicLearning,6.414,29624.205,17.350,20893,256.660
CrawlerDynamicLearning,6.391,29653.312,21.727,20816,239.533
CrawlerDynamicLearning,6.373,29679.647,19.121,20247,330.039
CrawlerDynamicLearning,6.363,29707.614,20.660,20735,282.560
CrawlerDynamicLearning,6.430,29737.259,22.169,21154,256.270
CrawlerDynamicLearning,6.367,29762.442,18.019,20980,299.050
CrawlerDynamicLearning,6.374,29789.224,19.499,20574,351.308
CrawlerDynamicLearning,6.398,29817.510,20.928,20823,331.446
CrawlerDynamicLearning,6.390,29844.580,19.727,20242,357.538
CrawlerDynamicLearning,6.365,29869.471,17.709,20313,320.123
CrawlerDynamicLearning,6.377,29898.313,21.454,20415,277.315
CrawlerDynamicLearning,6.374,29926.376,20.779,20368,268.335
CrawlerDynamicLearning,6.528,29950.144,16.479,20575,337.331
CrawlerDynamicLearning,6.438,29978.681,21.090,20296,335.996
CrawlerDynamicLearning,6.370,30006.640,20.684,20323,293.368
CrawlerDynamicLearning,6.389,30032.775,18.895,20829,272.416
CrawlerDynamicLearning,6.359,30058.418,18.502,20341,329.643
CrawlerDynamicLearning,6.395,30085.708,19.945,20448,266.430
CrawlerDynamicLearning,6.391,30113.579,20.536,20433,324.166
CrawlerDynamicLearning,6.394,30139.019,17.978,20395,289.497
CrawlerDynamicLearning,6.401,30165.744,19.426,20268,299.804
CrawlerDynamicLearning,6.425,30194.869,21.737,21232,305.873
CrawlerDynamicLearning,6.400,30222.179,19.978,20261,284.442
CrawlerDynamicLearning,6.397,30247.606,18.242,21076,308.839
CrawlerDynamicLearning,6.391,30274.475,19.577,20386,283.810
CrawlerDynamicLearning,6.383,30303.323,21.471,21178,288.846
CrawlerDynamicLearning,6.371,30330.601,19.988,20312,262.036
CrawlerDynamicLearning,6.401,30356.821,18.967,20692,245.855
CrawlerDynamicLearning,6.410,30384.177,20.040,20439,253.772
CrawlerDynamicLearning,6.405,30411.925,20.378,20633,342.594
CrawlerDynamicLearning,6.395,30437.577,18.441,20990,276.744
CrawlerDynamicLearning,6.396,30466.558,21.590,20888,307.739
CrawlerDynamicLearning,6.404,30491.593,17.832,20610,306.534
CrawlerDynamicLearning,6.414,30519.799,20.853,20414,322.599
CrawlerDynamicLearning,6.360,30548.083,20.984,20338,257.636
CrawlerDynamicLearning,6.335,30573.031,17.796,21011,319.234
CrawlerDynamicLearning,6.355,30599.154,18.927,20438,290.486
CrawlerDynamicLearning,6.355,30628.744,22.204,20448,264.328
CrawlerDynamicLearning,6.370,30653.324,17.398,20281,319.298
CrawlerDynamicLearning,6.398,30681.982,21.261,20968,300.832
CrawlerDynamicLearning,6.372,30710.450,21.149,20387,316.796
CrawlerDynamicLearning,6.438,30734.809,17.146,20738,312.481
CrawlerDynamicLearning,6.391,30763.259,21.113,20584,309.170
CrawlerDynamicLearning,6.452,30791.313,20.703,20983,275.925
CrawlerDynamicLearning,6.403,30816.344,17.800,20530,284.835
CrawlerDynamicLearning,6.380,30845.688,21.957,20764,317.456
CrawlerDynamicLearning,6.373,30871.816,18.935,20666,323.070
CrawlerDynamicLearning,6.390,30898.964,19.890,20906,295.399
CrawlerDynamicLearning,6.384,30926.176,19.701,20424,284.632
CrawlerDynamicLearning,6.396,30954.391,20.859,20721,267.679
CrawlerDynamicLearning,6.412,30981.290,19.623,20987,295.438
CrawlerDynamicLearning,6.358,31007.135,18.646,20470,310.714
CrawlerDynamicLearning,6.398,31033.955,19.553,20244,281.217
CrawlerDynamicLearning,6.453,31061.170,19.796,20451,281.735
CrawlerDynamicLearning,6.364,31088.689,20.273,20345,308.804
CrawlerDynamicLearning,6.385,31114.954,19.018,20535,336.576
CrawlerDynamicLearning,6.398,31143.177,20.867,20917,318.947
CrawlerDynamicLearning,6.399,31171.087,20.578,20881,358.956
CrawlerDynamicLearning,6.395,31196.606,18.321,20853,266.533
CrawlerDynamicLearning,6.368,31224.254,20.314,20361,260.454
CrawlerDynamicLearning,6.389,31251.269,19.707,21083,278.934
CrawlerDynamicLearning,6.401,31279.615,20.981,20515,334.261
CrawlerDynamicLearning,6.381,31307.563,20.640,21043,313.930
CrawlerDynamicLearning,6.418,31333.843,19.008,20743,302.914
CrawlerDynamicLearning,6.361,31360.424,19.324,20337,293.988
CrawlerDynamicLearning,6.442,31389.702,21.832,21081,291.184
CrawlerDynamicLearning,6.415,31413.528,16.655,20939,337.279
CrawlerDynamicLearning,6.397,31442.806,21.854,21020,290.993
CrawlerDynamicLearning,6.389,31470.776,20.654,20425,314.374
CrawlerDynamicLearning,6.385,31498.523,20.435,20656,289.692
CrawlerDynamicLearning,6.403,31524.017,18.280,20663,298.534
CrawlerDynamicLearning,6.406,31550.715,19.403,20686,368.069
CrawlerDynamicLearning,6.407,31578.283,20.332,20896,299.239
CrawlerDynamicLearning,6.385,31607.220,21.568,21215,323.147
CrawlerDynamicLearning,6.422,31634.943,20.373,20850,287.381
CrawlerDynamicLearning,6.455,31660.259,18.052,20765,369.071
CrawlerDynamicLearning,6.417,31689.811,22.138,21197,295.730
CrawlerDynamicLearning,6.367,31716.349,19.098,20635,333.258
CrawlerDynamicLearning,6.384,31744.161,20.494,21208,284.623
CrawlerDynamicLearning,6.372,31769.738,18.373,20418,324.221
CrawlerDynamicLearning,6.395,31797.487,20.432,20633,295.710
CrawlerDynamicLearning,6.384,31827.482,22.581,20255,279.732
CrawlerDynamicLearning,6.368,31851.798,17.179,20402,345.724
CrawlerDynamicLearning,6.408,31879.713,20.604,20643,251.539
CrawlerDynamicLearning,6.366,31905.517,18.627,20298,327.014
CrawlerDynamicLearning,6.539,31932.929,19.884,20243,272.016
CrawlerDynamicLearning,6.428,31960.592,20.287,21008,320.083
CrawlerDynamicLearning,6.396,31986.701,18.878,20869,318.536
CrawlerDynamicLearning,6.366,32015.964,21.905,20580,248.518
CrawlerDynamicLearning,6.400,32040.956,17.798,20580,280.599
CrawlerDynamicLearning,6.389,32070.382,22.053,20688,267.055
CrawlerDynamicLearning,6.387,32095.976,18.355,20763,298.388
CrawlerDynamicLearning,6.412,32122.406,19.121,21007,328.774
CrawlerDynamicLearning,6.368,32150.533,20.841,20664,298.068
CrawlerDynamicLearning,6.349,32180.605,22.721,20783,305.657
CrawlerDynamicLearning,6.403,32204.582,16.805,20534,344.605
CrawlerDynamicLearning,6.373,32230.152,18.384,20348,257.918
CrawlerDynamicLearning,6.418,32260.454,22.850,20610,295.357
CrawlerDynamicLearning,6.387,32284.855,17.230,20512,374.937
CrawlerDynamicLearning,6.371,32312.385,20.260,20482,255.849
CrawlerDynamicLearning,6.381,32340.553,20.804,20761,306.600
CrawlerDynamicLearning,6.426,32367.447,19.612,20905,315.763
CrawlerDynamicLearning,6.411,32394.601,19.826,20835,304.311
CrawlerDynamicLearning,6.373,32422.294,20.369,20780,282.193
CrawlerDynamicLearning,6.388,32448.217,18.669,20523,294.655
CrawlerDynamicLearning,6.368,32477.311,21.729,21164,289.707
CrawlerDynamicLearning,6.418,32503.056,18.270,20579,310.899
CrawlerDynamicLearning,6.376,32532.350,21.916,20346,282.427
CrawlerDynamicLearning,6.389,32556.505,17.033,20543,308.961
CrawlerDynamicLearning,6.360,32585.806,21.954,20746,309.100
CrawlerDynamicLearning,6.399,32612.989,19.889,20651,283.983
CrawlerDynamicLearning,6.378,32640.574,20.280,20895,330.784
CrawlerDynamicLearning,6.370,32665.711,17.927,20809,304.571
CrawlerDynamicLearning,6.380,32692.582,19.585,20852,292.580
CrawlerDynamicLearning,6.396,32721.899,21.943,21052,332.988
CrawlerDynamicLearning,6.374,32748.415,19.284,20558,329.048
CrawlerDynamicLearning,6.388,32775.020,19.353,20306,269.418
CrawlerDynamicLearning,6.389,32803.499,21.158,21206,273.044
CrawlerDynamicLearning,6.405,32831.099,20.282,20694,313.621
CrawlerDynamicLearning,6.401,32855.951,17.647,20622,256.222
CrawlerDynamicLearning,6.394,32884.970,21.644,21171,319.532
CrawlerDynamicLearning,6.405,32914.394,22.014,21075,286.476
CrawlerDynamicLearning,6.354,32939.709,18.157,20388,286.961
CrawlerDynamicLearning,6.389,32965.848,18.879,20925,305.112
CrawlerDynamicLearning,6.368,32993.703,20.533,20287,316.429
CrawlerDynamicLearning,6.352,33022.803,21.735,20914,288.563
CrawlerDynamicLearning,6.360,33045.980,16.098,20420,330.071
CrawlerDynamicLearning,6.379,33075.868,22.453,20522,360.473
CrawlerDynamicLearning,6.398,33102.075,18.971,20383,230.891
CrawlerDynamicLearning,6.393,33130.906,21.496,21054,286.780
CrawlerDynamicLearning,6.417,33156.640,18.406,20819,325.419
CrawlerDynamicLearning,6.368,33182.350,18.503,20405,327.870
CrawlerDynamicLearning,6.404,33211.986,22.189,20644,289.527
CrawlerDynamicLearning,6.423,33236.021,16.826,21161,306.671
CrawlerDynamicLearning,6.374,33265.257,21.887,20315,280.563
CrawlerDynamicLearning,6.361,33291.007,18.333,20253,308.690
CrawlerDynamicLearning,6.376,33320.024,21.641,20629,267.383
CrawlerDynamicLearning,6.459,33345.127,17.843,20982,331.435
CrawlerDynamicLearning,6.430,33373.815,21.323,20770,352.309
CrawlerDynamicLearning,6.427,33401.401,20.202,20512,272.156
CrawlerDynamicLearning,6.401,33429.578,20.804,20813,309.561
CrawlerDynamicLearning,6.397,33454.394,17.636,20420,309.672
CrawlerDynamicLearning,6.378,33484.049,22.279,20537,299.299
CrawlerDynamicLearning,6.382,33509.545,18.266,21122,316.066
CrawlerDynamicLearning,6.418,33537.413,20.522,21115,293.394
CrawlerDynamicLearning,6.530,33565.088,20.207,20266,288.692
CrawlerDynamicLearning,6.417,33594.137,21.642,21001,312.768
CrawlerDynamicLearning,6.426,33618.832,17.478,21068,302.619
CrawlerDynamicLearning,6.424,33645.225,19.065,20851,229.665
CrawlerDynamicLearning,6.417,33673.393,20.786,20401,245.438
CrawlerDynamicLearning,6.362,33701.271,20.561,20704,251.958
CrawlerDynamicLearning,6.409,33729.825,21.204,20683,327.521
CrawlerDynamicLearning,6.363,33755.000,18.015,20818,306.908
CrawlerDynamicLearning,6.394,33783.346,21.007,20396,336.278
CrawlerDynamicLearning,6.415,33808.957,18.350,21071,318.331
CrawlerDynamicLearning,6.394,33837.379,21.042,20367,324.282
CrawlerDynamicLearning,6.354,33862.700,18.188,20546,298.173
CrawlerDynamicLearning,6.360,33891.491,21.468,20868,302.300
CrawlerDynamicLearning,6.364,33918.665,19.910,20357,339.652
CrawlerDynamicLearning,6.383,33945.726,19.771,21232,293.432
CrawlerDynamicLearning,6.402,33973.895,20.772,20998,368.695
CrawlerDynamicLearning,6.403,33999.667,18.511,20286,348.785
CrawlerDynamicLearning,6.410,34028.352,21.321,20438,335.185
CrawlerDynamicLearning,6.426,34055.573,19.892,21000,314.243
CrawlerDynamicLearning,6.365,34081.533,18.514,20245,300.177
CrawlerDynamicLearning,6.410,34108.694,19.823,21085,348.979
CrawlerDynamicLearning,6.367,34135.695,19.727,20937,321.044
CrawlerDynamicLearning,6.380,34165.723,22.596,20677,348.859
CrawlerDynamicLearning,6.361,34192.829,19.869,20799,301.001
CrawlerDynamicLearning,6.371,34218.001,17.982,20398,310.507
CrawlerDynamicLearning,6.410,34246.023,20.714,21022,321.491
CrawlerDynamicLearning,6.482,34272.844,19.410,20967,256.448
CrawlerDynamicLearning,6.398,34300.834,20.634,20704,304.723
CrawlerDynamicLearning,6.414,34327.084,18.993,21091,365.664
CrawlerDynamicLearning,6.419,34355.331,20.889,21236,277.785
CrawlerDynamicLearning,6.417,34383.079,20.374,21237,334.307
CrawlerDynamicLearning,6.407,34410.940,20.532,20594,314.987
CrawlerDynamicLearning,6.401,34437.269,19.090,20996,328.436
CrawlerDynamicLearning,6.392,34465.258,20.687,20389,284.107
CrawlerDynamicLearning,6.415,34491.708,19.153,20606,358.792
CrawlerDynamicLearning,6.408,34519.856,20.773,20787,317.192
CrawlerDynamicLearning,6.397,34547.179,20.031,20567,303.890
CrawlerDynamicLearning,6.409,34572.162,17.748,20529,311.375
